brand,model,car_type,img_url,price,drive,hp,weight,torque,w_kg
Honda,CIVIC TYPE R (EP) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0406.jpg,22000,FF,212,1190,202,133 to ? W/Kg
Honda,CIVIC TYPE R (EP) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0407.jpg,23310,FF,212,1190,202,133 to ? W/Kg
Honda,"CIVIC TYPE R (EP, EU) '01",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0400.jpg,22000,FF,197,1190,196,124 to ? W/Kg
Honda,CR-X SiR '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0390.jpg,15470,FF,158,986,152,120 to ? W/Kg
Honda,CR-X del Sol SiR '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0385.jpg,17100,FF,168,1100,157,114 to ? W/Kg
Honda,CR-Z Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0433.jpg,185000,FF,193,910,,158 to 265 W/Kg
Honda,CR-Z a '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0382.jpg,24980,FF,112,1130,145,74 to ? W/Kg
Honda,Castrol MUGEN NSX '00,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0454.jpg,750000,MR,473,1150,392,307 to ? W/Kg
Honda,DUALNOTE '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0450.jpg,750000,4WD,381,1400,,203 to ? W/Kg
Honda,ELEMENT '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0375.jpg,25900,4WD,158,1560,218,76 to ? W/Kg
Honda,EPSON NSX '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0460.jpg,950000,MR,493,1150,588,320 to ? W/Kg
Honda,FIT RS '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0381.jpg,17000,FF,117,1050,145,84 to 253 W/Kg
Honda,FIT W '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0371.jpg,12600,FF,85,990,119,64 to ? W/Kg
Honda,Gathers Drider CIVIC '98,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0396.jpg,50000,FF,182,930,,146 to ? W/Kg
Honda,"HSC ""The 37th Tokyo Motor Show Concept Car"" '03",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0449.jpg,750000,MR,315,1150,,204 to ? W/Kg
Honda,HSV-010 15th Anniversary Edition '11,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1169.jpg,1500000,FR,592,1100,,401 to 605 W/Kg
Honda,HSV-010 GT Base Model '12,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0468.jpg,980000,FR,493,1100,392,335 to ? W/Kg
Honda,INSIGHT '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0374.jpg,21000,FF,69,820,92,62 to ? W/Kg
Honda,INSIGHT LS '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0373.jpg,22100,FF,87,1200,121,54 to ? W/Kg
Honda,INTEGRA TYPE R (DC2) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0403.jpg,22280,FF,197,1060,181,139 to ? W/Kg
Honda,INTEGRA TYPE R (DC2) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0404.jpg,23580,FF,197,1080,186,136 to ? W/Kg
Honda,INTEGRA TYPE R (DC2) '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0405.jpg,25160,FF,197,1080,186,136 to ? W/Kg
Honda,INTEGRA TYPE R (DC5) '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0410.jpg,25900,FF,217,1170,206,138 to ? W/Kg
Honda,INTEGRA TYPE R (DC5) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0409.jpg,27300,FF,217,1180,206,137 to ? W/Kg
Honda,INTEGRA TYPE R (DC5) Touring Car '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0447.jpg,117500,FF,289,950,,227 to 356 W/Kg
Honda,INTEGRA TYPE R Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0446.jpg,75000,FF,297,1050,,210 to 369 W/Kg
Honda,JAZZ 1.4 DSi SE Sport '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0372.jpg,12600,FF,85,990,119,64 to ? W/Kg
Honda,KEIHIN HSV-010 '12,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0466.jpg,980000,FR,493,1100,392,335 to ? W/Kg
Honda,LIFE STEP VAN '72,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0361.jpg,8800,FF,30,605,28,36 to ? W/Kg
Honda,LOCTITE MUGEN NSX '01,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0458.jpg,750000,MR,473,1150,392,307 to ? W/Kg
Honda,MUGEN MOTUL CIVIC Si '87,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0429.jpg,45000,FF,222,890,196,185 to ? W/Kg
Honda,Mobil 1 NSX '01,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0457.jpg,750000,MR,473,1150,392,307 to ? W/Kg
Honda,N360 '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0365.jpg,36000,FF,31,475,29,48 to ? W/Kg
Honda,NSX '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0438.jpg,92070,MR,276,1340,304,154 to ? W/Kg
Honda,NSX '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0430.jpg,80030,MR,276,1350,294,153 to ? W/Kg
Honda,NSX '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0431.jpg,83070,MR,276,1350,294,153 to ? W/Kg
Honda,NSX '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0432.jpg,84570,MR,276,1350,294,153 to ? W/Kg
Honda,NSX '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0434.jpg,91070,MR,276,1350,304,153 to ? W/Kg
Honda,NSX '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0435.jpg,92070,MR,276,1350,304,153 to ? W/Kg
Honda,NSX CONCEPT '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0451.jpg,1000000,4WD,,,,? to ? W/Kg
Honda,NSX GT500 Base Model '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0461.jpg,950000,MR,493,1150,588,320 to ? W/Kg
Honda,NSX GT500 Stealth Model,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0469.jpg,1100000,MR,542,1100,637,368 to ? W/Kg
Honda,NSX Type R '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0445.jpg,119570,MR,276,1270,304,162 to 347 W/Kg
Honda,NSX Type R '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0444.jpg,97070,MR,276,1230,294,167 to ? W/Kg
Honda,NSX Type S '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0441.jpg,103570,MR,276,1320,304,156 to ? W/Kg
Honda,NSX Type S '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0436.jpg,103570,MR,276,1320,304,156 to ? W/Kg
Honda,NSX Type S '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0437.jpg,103570,MR,276,1320,304,156 to ? W/Kg
Honda,NSX Type S Zero '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0439.jpg,98570,MR,276,1270,304,162 to ? W/Kg
Honda,NSX Type S Zero '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0440.jpg,98570,MR,276,1270,304,162 to ? W/Kg
Honda,NSX-R Concept '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0443.jpg,130000,MR,276,,304,? to ? W/Kg
Honda,NSX-R Prototype LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0456.jpg,1400000,MR,496,1120,,330 to ? W/Kg
Honda,NSX-R Prototype LM Road Car,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0452.jpg,489000,MR,496,1230,,301 to ? W/Kg
Honda,ODYSSEY '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0379.jpg,28650,4WD,158,1700,218,69 to ? W/Kg
Honda,PRELUDE Si VTEC '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0398.jpg,22050,FF,197,1280,219,115 to ? W/Kg
Honda,PRELUDE S¡R '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0394.jpg,21830,FF,197,1260,219,117 to ? W/Kg
Honda,PRELUDE S¡R S spec '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0399.jpg,22930,FF,217,1270,221,128 to ? W/Kg
Honda,PRELUDE Type S '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0401.jpg,26530,FF,217,1310,221,124 to ? W/Kg
Honda,PRELUDE Type S '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0397.jpg,24930,FF,217,1310,221,124 to ? W/Kg
Honda,RAYBRIG HSV-010 '12,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0467.jpg,980000,FR,493,1100,392,335 to ? W/Kg
Honda,RAYBRIG NSX '00,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0453.jpg,750000,MR,473,1150,392,307 to ? W/Kg
Honda,RAYBRIG NSX '06,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0464.jpg,950000,MR,493,1100,588,335 to ? W/Kg
Honda,S2000 '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0416.jpg,34300,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0426.jpg,35000,FR,246,1250,218,147 to ? W/Kg
Honda,S2000 '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0412.jpg,37800,FR,229,1250,221,137 to 352 W/Kg
Honda,S2000 '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0413.jpg,33800,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 (EU) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0417.jpg,34300,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 (EU) '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0427.jpg,35000,FR,246,1250,218,147 to ? W/Kg
Honda,S2000 (EU) '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0415.jpg,33800,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 (US) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0418.jpg,34300,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 (US) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0428.jpg,35000,FR,246,1250,218,147 to ? W/Kg
Honda,S2000 (US) '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0414.jpg,33800,FR,246,1240,218,148 to ? W/Kg
Honda,S2000 LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0448.jpg,125000,FR,306,1050,,217 to ? W/Kg
Honda,S2000 Type V '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0419.jpg,35600,FR,246,1260,218,146 to ? W/Kg
Honda,S2000 Type V '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0422.jpg,36100,FR,246,1260,218,146 to ? W/Kg
Honda,S2000 Type V '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0425.jpg,37000,FR,246,1270,218,145 to ? W/Kg
Honda,S2000 Type V (EU) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0420.jpg,35600,FR,246,1260,218,146 to ? W/Kg
Honda,S2000 Type V (EU) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0423.jpg,36100,FR,246,1260,218,146 to ? W/Kg
Honda,S2000 Type V (US) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0421.jpg,35600,FR,246,1260,218,146 to ? W/Kg
Honda,S2000 Type V (US) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0424.jpg,36100,FR,246,1260,218,146 to ? W/Kg
Honda,S500 '63,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0363.jpg,62500,FR,43,675,45,47 to ? W/Kg
Honda,S600 '64,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0366.jpg,60000,FR,56,715,51,59 to ? W/Kg
Honda,S800 '66,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0370.jpg,58000,FR,69,720,66,71 to ? W/Kg
Honda,S800 RSC '68,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0384.jpg,250000,FR,99,660,,112 to ? W/Kg
Honda,TAKATA DOME NSX '03,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0459.jpg,750000,MR,473,1170,392,302 to ? W/Kg
Honda,TAKATA DOME NSX '06,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0463.jpg,950000,MR,493,1100,588,335 to ? W/Kg
Honda,TODAY G '85,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0362.jpg,6700,FF,31,550,43,42 to ? W/Kg
Honda,Z ACT '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0364.jpg,15800,FF,31,510,29,45 to ? W/Kg
Honda,weider HSV-010 '11,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0465.jpg,980000,FR,493,1100,392,335 to ? W/Kg
Hudson,Mario Andretti's 1948 Hudson,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1235.jpg,500000,FR,146,1292,348,84 to 120 W/Kg
Hyundai,Accent Rally Car '01,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0479.jpg,750000,4WD,296,1230,520,180 to ? W/Kg
Hyundai,CLIX '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0477.jpg,65000,4WD,302,,,? to ? W/Kg
Hyundai,Click Type-R '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0470.jpg,10000,FF,100,,133,? to ? W/Kg
Hyundai,Coupe FX '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0473.jpg,33020,FF,165,1340,245,92 to ? W/Kg
Hyundai,Genesis Coupe 3.8 Track '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0478.jpg,33000,FR,344,1557,396,165 to ? W/Kg
Hyundai,HCD-6 '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0476.jpg,65000,MR,215,,,? to ? W/Kg
Hyundai,Tiburón GT '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0474.jpg,33020,FF,173,1340,245,96 to ? W/Kg
Hyundai,Tiburón Turbulence '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0471.jpg,14080,FF,153,1290,191,88 to ? W/Kg
Hyundai,Tuscani '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0475.jpg,33020,FF,173,1340,245,96 to ? W/Kg
Hyundai,Tuscani CCS '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0472.jpg,65000,FF,165,,245,? to ? W/Kg
Infiniti,CONCEPT Vision Gran Turismo,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1357.jpg,1000000,FR,535,1680,510,238 to ? W/Kg
Infiniti,Coupe Concept '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1112.jpg,70000,FR,320,1665,,144 to ? W/Kg
Infiniti,FX45 Concept '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1111.jpg,55000,4WD,330,1500,451,164 to ? W/Kg
Infiniti,G20 '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1107.jpg,22840,FF,148,1210,186,91 to ? W/Kg
Infiniti,G35 COUPE '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1109.jpg,33900,FR,276,1530,363,135 to ? W/Kg
Infiniti,G35 Coupe '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1110.jpg,40000,FR,298,1598,352,139 to ? W/Kg
Infiniti,G35 Sedan '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1108.jpg,30720,FR,256,1513,352,126 to ? W/Kg
Isuzu,117 COUPE '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0480.jpg,38900,FR,118,1050,142,84 to ? W/Kg
Isuzu,4200R '89,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0483.jpg,300000,MR,290,1500,,144 to ? W/Kg
Isuzu,Bellett 1600 GT-R '69,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0481.jpg,42000,FR,118,970,142,91 to ? W/Kg
Isuzu,PIAZZA XE '81,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0482.jpg,24650,FR,133,1190,167,83 to ? W/Kg
Jaguar,E-TYPE Coupe '61,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0137.jpg,50930,FR,265,1219,353,162 to ? W/Kg
Jaguar,S-TYPE R '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0140.jpg,92130,FR,399,1800,553,166 to ? W/Kg
Jaguar,XFR '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0142.jpg,120000,FR,503,1960,625,191 to ? W/Kg
Jaguar,XJ13 '66,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0147.jpg,20000000,MR,495,998,523,370 to ? W/Kg
Jaguar,XJ13 Chrome Line,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0146.jpg,20000000,MR,506,975,534,387 to ? W/Kg
Jaguar,XJ220 '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0145.jpg,749140,MR,542,1372,643,295 to 569 W/Kg
Jaguar,XJ220 LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0148.jpg,1450000,MR,542,1180,644,343 to ? W/Kg
Jaguar,XJR-9 '88,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0149.jpg,1980000,MR,749,894,780,625 to ? W/Kg
Jaguar,XK Coupe Luxury '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0138.jpg,113000,FR,300,1690,420,133 to ? W/Kg
Jaguar,XKR Coupe '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0143.jpg,155000,FR,503,1810,625,207 to ? W/Kg
Jaguar,XKR Coupe '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0139.jpg,128000,FR,370,1640,525,168 to ? W/Kg
Jaguar,XKR R Performance '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0141.jpg,118450,FR,400,1735,553,172 to ? W/Kg
Jaguar,XKR-S '11,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0144.jpg,175000,FR,542,1810,679,224 to 455 W/Kg
Jay leno,1966 Oldsmobile Toronado,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_1114.jpg,1000000,FR,1038,1851,1356,418 to ? W/Kg
Jay leno,Tank Car '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1113.jpg,1900000,FR,861,3500,2033,183 to 199 W/Kg
KTM,X-BOW R '12,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0151.jpg,100000,MR,296,790,400,280 to ? W/Kg
KTM,X-BOW R 15th Anniversary Edition '12,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1170.jpg,100000,MR,320,790,,303 to 540 W/Kg
KTM,X-BOW Street '12,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0150.jpg,85000,MR,237,790,310,224 to ? W/Kg
Lamborghini,Aventador LP 700-4 '11,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0162.jpg,400000,4WD,669,1575,690,317 to 566 W/Kg
Lamborghini,Countach 25th Anniversary '88,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0153.jpg,182000,MR,436,1490,491,218 to 447 W/Kg
Lamborghini,Countach LP400 '74,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0152.jpg,216600,MR,363,1065,361,254 to ? W/Kg
Lamborghini,Diablo GT '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0158.jpg,300000,MR,557,1460,630,285 to ? W/Kg
Lamborghini,Diablo GT2 '98,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0156.jpg,300000,MR,611,1530,630,298 to 641 W/Kg
Lamborghini,Gallardo LP 560-4 '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0155.jpg,253300,4WD,535,1410,540,283 to ? W/Kg
Lamborghini,Miura P400 Bertone Prototype CN.0706 '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0154.jpg,15000000,MR,339,980,368,258 to ? W/Kg
Lamborghini,Murciélago LP 640 '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0157.jpg,385600,4WD,611,1665,660,274 to ? W/Kg
Lamborghini,Murciélago LP 640 Chrome Line,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0159.jpg,443000,4WD,622,1635,670,284 to 503 W/Kg
Lamborghini,Murciélago LP 670-4 SuperVeloce '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0161.jpg,394910,4WD,641,1565,660,305 to 554 W/Kg
Lamborghini,NOMAD Diablo GT-1 '00,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0163.jpg,750000,MR,574,1200,686,357 to ? W/Kg
Lamborghini,Reventon '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0160.jpg,1200000,4WD,630,1665,660,282 to ? W/Kg
Lancia,DELTA HF Integrale Evoluzione '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0164.jpg,54500,4WD,207,1350,304,114 to 301 W/Kg
Lancia,DELTA HF Integrale Rally Car '92,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0166.jpg,750000,4WD,296,1120,426,197 to 350 W/Kg
Lancia,DELTA S4 Rally Car '85,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0168.jpg,1450000,4WD,450,890,451,376 to ? W/Kg
Lancia,STRATOS '73,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0165.jpg,375000,MR,185,980,225,141 to 352 W/Kg
Lancia,STRATOS 15th Anniversary Edition '73,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1171.jpg,475000,MR,221,980,262,168 to ? W/Kg
Lancia,STRATOS Rally Car '77,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0167.jpg,2000000,MR,270,,,? to ? W/Kg
Land Rover,Range Rover Evoque Coupe Dynamic '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0169.jpg,60000,4WD,237,1640,340,108 to 318 W/Kg
Land Rover,Range Stormer '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0170.jpg,500000,4WD,345,2500,,103 to ? W/Kg
Lexus,BANDAI DIREZZA SC430 '06,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0500.jpg,950000,FR,473,1100,510,321 to ? W/Kg
Lexus,DENSO DUNLOP SARD SC430 '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0502.jpg,950000,FR,473,1100,510,321 to ? W/Kg
Lexus,ENEOS SC430 '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0501.jpg,950000,FR,473,1100,510,321 to ? W/Kg
Lexus,GS 300 '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0491.jpg,44200,FR,276,1680,451,123 to ? W/Kg
Lexus,GS 300 '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0490.jpg,47400,FR,276,1680,431,123 to ? W/Kg
Lexus,GS 300 Vertex Edition (J) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0492.jpg,45500,FR,276,1680,451,123 to ? W/Kg
Lexus,IS 200 '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0484.jpg,20700,FR,158,1310,200,90 to ? W/Kg
Lexus,IS 200 (J) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0485.jpg,24000,FR,207,1340,216,115 to ? W/Kg
Lexus,IS 200 GT-1 '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0493.jpg,100000,FR,276,1010,245,204 to 364 W/Kg
Lexus,IS 300 Sport Cross '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0486.jpg,27600,FR,217,1470,294,110 to ? W/Kg
Lexus,IS F '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0496.jpg,76600,FR,417,1690,505,184 to ? W/Kg
Lexus,IS F CCS-R '11,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1348.jpg,120000,FR,446,1400,,? to ? W/Kg
Lexus,IS F Racing Concept '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0499.jpg,325000,FR,510,1350,,281 to ? W/Kg
Lexus,IS F Racing Concept 15th Anniversary Edition '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1172.jpg,350000,FR,572,1350,,316 to 442 W/Kg
Lexus,IS F Touring Car '07,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0505.jpg,166500,FR,600,1185,,378 to ? W/Kg
Lexus,IS350 GT300 Base Model '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0495.jpg,500000,MR,308,1150,,199 to ? W/Kg
Lexus,"LF-LC GT ""Vision Gran Turismo""",Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1363.jpg,1000000,FR,612,1075,461,? to 446 W/Kg
Lexus,LFA '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0497.jpg,375000,FR,535,1480,479,270 to ? W/Kg
Lexus,LFA Nürburgring Package '12,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0498.jpg,445000,FR,545,1480,480,275 to 468 W/Kg
Lexus,PETRONAS TOM'S SC430 '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0503.jpg,950000,FR,473,1100,510,321 to ? W/Kg
Lexus,SC 300 '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0489.jpg,35000,FR,276,1560,377,132 to ? W/Kg
Lexus,SC 430 (EU) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0487.jpg,60000,FR,276,1730,429,119 to ? W/Kg
Lexus,SC 430 (US) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0488.jpg,60000,FR,276,1730,429,119 to ? W/Kg
Lexus,SC430 GT500 Base Model '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0504.jpg,950000,FR,473,1100,510,321 to ? W/Kg
Lexus,Weds Sport IS350 '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0494.jpg,500000,MR,308,1150,,199 to ? W/Kg
Light Car Company,Rocket '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0171.jpg,100000,MR,167,390,118,318 to 674 W/Kg
Lister,Storm V12 Race Car '99,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0172.jpg,1450000,FR,594,1438,786,308 to ? W/Kg
Lotus,Carlton '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0184.jpg,81490,FR,377,1655,557,170 to ? W/Kg
Lotus,Elan S1 '62,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0175.jpg,57710,FR,104,639,146,121 to ? W/Kg
Lotus,Elise '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0179.jpg,41060,MR,120,714,168,126 to ? W/Kg
Lotus,Elise '11,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0174.jpg,51000,MR,134,876,160,114 to ? W/Kg
